title,commander,format,decklist
"Orzhov Midrange","",Pioneer,"2 Anoint with Affliction
2 Blade of the Oni
4 Bleachbone Verge
4 Brightclimb Pathway
4 Concealed Courtyard
2 Dreams of Steel and Oil
4 Fatal Push
4 Gifted Aetherborn
2 Go for the Throat
4 Godless Shrine
4 Mutavault
4 Preacher of the Schism
3 Sheoldred, the Apocalypse
3 Swamp
1 Takenuma, Abandoned Mire
4 Thoughtseize
4 Unholy Annex/Ritual Chamber
1 Urborg, Tomb of Yawgmoth
4 Vanishing Verse

2 Beza, the Bounding Spring
2 Bitterbloom Bearer
2 Blood Baron of Vizkopa
3 Duress
3 Ray of Enfeeblement
3 Rest in Peace"
"Izzet Phoenix","",Pioneer,"4 Arclight Phoenix
4 Artist's Talent
4 Consider
4 Cori-Steel Cutter
3 Fiery Impulse
1 Hall of Storm Giants
2 Into the Flood Maw
2 Island
3 Lightning Axe
1 Multiversal Passage
4 Opt
1 Otawara, Soaring City
3 Picklock Prankster
1 Proft's Eidetic Memory
4 Riverglide Pathway
1 Shivan Reef
4 Sleight of Hand
1 Spikefield Hazard
4 Spirebluff Canal
4 Steam Vents
1 Stormcarved Coast
4 Treasure Cruise

2 Abrade
2 Annul
3 Brazen Borrower
1 Brotherhood's End
1 Chandra's Defeat
1 Crackling Drake
1 Pyroclasm
2 Soul-Guide Lantern
1 Spell Pierce
1 Unlicensed Hearse"
"Izzet Phoenix","",Pioneer,"4 Arclight Phoenix
4 Consider
4 Cori-Steel Cutter
4 Fiery Impulse
1 Flowstone Infusion
4 Island
3 Ledger Shredder
3 Lightning Axe
4 Opt
1 Otawara, Soaring City
3 Picklock Prankster
2 Proft's Eidetic Memory
4 Riverglide Pathway
2 Riverpyre Verge
3 Sleight of Hand
2 Spell Snare
4 Spirebluff Canal
4 Steam Vents
4 Treasure Cruise

2 Abrade
1 Aether Gust
2 Annul
2 Brazen Borrower
2 Chandra's Defeat
1 Mystical Dispute
2 Pyroclasm
2 Spell Pierce
1 Spell Snare"
"Izzet Phoenix","",Pioneer,"4 Arclight Phoenix
4 Artist's Talent
4 Consider
4 Cori-Steel Cutter
3 Fiery Impulse
1 Hall of Storm Giants
2 Into the Flood Maw
2 Island
3 Lightning Axe
1 Multiversal Passage
4 Opt
1 Otawara, Soaring City
3 Picklock Prankster
1 Proft's Eidetic Memory
4 Riverglide Pathway
1 Shivan Reef
4 Sleight of Hand
1 Spikefield Hazard
4 Spirebluff Canal
4 Steam Vents
1 Stormcarved Coast
4 Treasure Cruise

2 Abrade
2 Annul
3 Brazen Borrower
1 Brotherhood's End
1 Chandra's Defeat
1 Crackling Drake
1 Pyroclasm
2 Soul-Guide Lantern
1 Spell Pierce
1 Unlicensed Hearse"
"Izzet Phoenix","",Pioneer,"4 Arclight Phoenix
4 Artist's Talent
4 Consider
4 Cori-Steel Cutter
3 Fiery Impulse
1 Hall of Storm Giants
2 Into the Flood Maw
2 Island
3 Lightning Axe
1 Multiversal Passage
4 Opt
1 Otawara, Soaring City
3 Picklock Prankster
1 Proft's Eidetic Memory
4 Riverglide Pathway
1 Shivan Reef
4 Sleight of Hand
1 Spikefield Hazard
4 Spirebluff Canal
4 Steam Vents
1 Stormcarved Coast
4 Treasure Cruise

2 Abrade
2 Annul
3 Brazen Borrower
1 Brotherhood's End
1 Chandra's Defeat
1 Crackling Drake
1 Pyroclasm
2 Soul-Guide Lantern
1 Spell Pierce
1 Unlicensed Hearse"
"Izzet Phoenix","",Pioneer,"4 Arclight Phoenix
4 Artist's Talent
4 Consider
4 Cori-Steel Cutter
3 Fiery Impulse
1 Hall of Storm Giants
2 Into the Flood Maw
3 Island
3 Lightning Axe
4 Opt
1 Otawara, Soaring City
3 Picklock Prankster
1 Proft's Eidetic Memory
4 Riverglide Pathway
1 Shivan Reef
4 Sleight of Hand
1 Spikefield Hazard
4 Spirebluff Canal
4 Steam Vents
1 Stormcarved Coast
4 Treasure Cruise

2 Abrade
2 Annul
3 Brazen Borrower
1 Brotherhood's End
1 Chandra's Defeat
1 Crackling Drake
1 Pyroclasm
2 Soul-Guide Lantern
1 Spell Pierce
1 Unlicensed Hearse"
"Sultai Scapeshift","",Pioneer,"1 Aftermath Analyst
4 Arboreal Grazer
1 Arid Archway
1 Blooming Marsh
2 Boseiju, Who Endures
4 Crumbling Vestige
1 Echoing Deeps
2 Forest
4 Formidable Speaker
1 Glasspool Mimic
1 Hedge Maze
1 Ipnu Rivulet
4 Lotus Field
4 Lumra, Bellow of the Woods
1 Mirrorpool
1 Otawara, Soaring City
4 Port of Karfell
4 Scapeshift
4 Spelunking
1 Spider-Sense
4 Starting Town
1 Superior Spider-Man
1 Thassa's Oracle
4 The Wandering Minstrel
4 Underground Mortuary

2 Abrupt Decay
1 Culling Ritual
2 Fog
1 Languish
1 Mistrise Village
2 Mystical Dispute
2 Stock Up
2 Thoughtseize
2 Tishana's Tidebinder"
"Sultai Scapeshift","",Pioneer,"4 Arboreal Grazer
1 Arid Archway
1 Blooming Marsh
1 Blossoming Tortoise
2 Boseiju, Who Endures
1 Conduit Pylons
4 Crumbling Vestige
1 Culling Ritual
1 Echoing Deeps
2 Forest
4 Formidable Speaker
1 Glasspool Mimic
1 Hedge Maze
1 Ipnu Rivulet
4 Lotus Field
4 Lumra, Bellow of the Woods
1 Otawara, Soaring City
4 Port of Karfell
4 Scapeshift
4 Spelunking
4 Starting Town
1 Superior Spider-Man
4 The Wandering Minstrel
4 Underground Mortuary
1 Vibrance

3 Abrupt Decay
1 Aftermath Analyst
1 Culling Ritual
2 Fog
1 Mistrise Village
2 Negate
1 Quantum Riddler
2 Thoughtseize
2 Tishana's Tidebinder"
"Sultai Scapeshift","",Pioneer,"1 Aftermath Analyst
4 Arboreal Grazer
1 Arid Archway
1 Blooming Marsh
1 Blossoming Tortoise
2 Boseiju, Who Endures
1 Conduit Pylons
4 Crumbling Vestige
1 Culling Ritual
1 Echoing Deeps
2 Forest
4 Formidable Speaker
1 Glasspool Mimic
1 Hedge Maze
1 Ipnu Rivulet
4 Lotus Field
4 Lumra, Bellow of the Woods
1 Otawara, Soaring City
4 Port of Karfell
4 Scapeshift
4 Spelunking
4 Starting Town
4 The Wandering Minstrel
4 Underground Mortuary
1 Vibrance

2 Abrupt Decay
1 Culling Ritual
2 Fog
2 Ghost Vacuum
1 Mistrise Village
2 Negate
2 Quantum Riddler
2 Thoughtseize
1 Tishana's Tidebinder"
"Sultai Scapeshift","",Pioneer,"1 Aftermath Analyst
4 Arboreal Grazer
1 Arid Archway
1 Blooming Marsh
2 Boseiju, Who Endures
1 Conduit Pylons
4 Crumbling Vestige
1 Culling Ritual
1 Echoing Deeps
2 Forest
4 Formidable Speaker
1 Glasspool Mimic
1 Hedge Maze
1 Ipnu Rivulet
4 Lotus Field
4 Lumra, Bellow of the Woods
1 Otawara, Soaring City
4 Port of Karfell
4 Scapeshift
4 Spelunking
4 Starting Town
1 Superior Spider-Man
1 Thassa's Oracle
4 The Wandering Minstrel
4 Underground Mortuary

2 Abrupt Decay
2 Culling Ritual
2 Languish
1 Mistrise Village
1 Mystical Dispute
1 Spider-Sense
2 Stock Up
1 Summon: Leviathan
1 Tishana's Tidebinder
2 Vibrance"
"Sultai Scapeshift","",Pioneer,"4 Arboreal Grazer
1 Arid Archway
1 Blooming Marsh
1 Blossoming Tortoise
2 Boseiju, Who Endures
1 Conduit Pylons
4 Crumbling Vestige
1 Culling Ritual
1 Echoing Deeps
2 Forest
4 Formidable Speaker
1 Glasspool Mimic
1 Hedge Maze
1 Ipnu Rivulet
4 Lotus Field
4 Lumra, Bellow of the Woods
1 Otawara, Soaring City
4 Port of Karfell
4 Scapeshift
4 Spelunking
4 Starting Town
1 Superior Spider-Man
4 The Wandering Minstrel
4 Underground Mortuary
1 Vibrance

3 Abrupt Decay
1 Aftermath Analyst
1 Culling Ritual
2 Fog
1 Mistrise Village
2 Negate
2 Quantum Riddler
2 Thoughtseize
1 Tishana's Tidebinder"

