
image_path,card_name,set_code,collector_number,foil,language
images/img_0448.jpg,Counterspell,DMR,286,no,Portuguese
images/img_0449.jpg,Birds of Paradise,THB,154,no,Japanese
images/img_0450.jpg,Gaea's Cradle,M21,244,yes,Chinese
images/img_0451.jpg,Fatal Push,KLD,194,yes,Portuguese
images/img_0452.jpg,Black Lotus,THB,008,yes,French
images/img_0453.jpg,Day of Judgment,ZNR,250,yes,English
images/img_0454.jpg,Liliana of the Veil,KHM,161,yes,German
images/img_0455.jpg,Primeval Titan,DMR,172,yes,Korean
images/img_0456.jpg,Sword of Fire and Ice,AFR,025,yes,Portuguese
images/img_0457.jpg,Day of Judgment,CMM,085,yes,Portuguese
images/img_0458.jpg,Mox Sapphire,KHM,233,yes,Korean
images/img_0459.jpg,Cyclonic Rift,ZNR,025,yes,German
images/img_0460.jpg,Collective Brutality,MH2,081,no,French
images/img_0461.jpg,City of Brass,IKO,198,no,English
images/img_0462.jpg,Liliana of the Veil,NCC,075,no,German
images/img_0463.jpg,Cryptic Command,AFR,071,yes,German
images/img_0464.jpg,Black Lotus,AFR,293,no,French
images/img_0465.jpg,City of Brass,DMR,030,no,French
images/img_0466.jpg,Counter Spell,DMR,183,yes,Spanish
images/img_0467.jpg,Gilded Goose,KHM,298,no,French
images/img_0468.jpg,Cryptic Command,KLD,106,yes,Chinese
images/img_0469.jpg,Collective Company,M21,057,yes,Portuguese
images/img_0470.jpg,Cultivate,AFR,200,yes,English
images/img_0471.jpg,Dark Confidant,THB,211,no,Italian
images/img_0472.jpg,Noble Hierarch,KLD,028,yes,Chinese
images/img_0473.jpg,Cyclonic Rift,M21,229,yes,German
images/img_0474.jpg,Birds of Paradise,AFR,146,no,Spanish
images/img_0475.jpg,Black Lotus,C21,036,no,Chinese
images/img_0476.jpg,Cultivate,M20,119,yes,German
images/img_0477.jpg,Farseek,CMM,051,no,French
images/img_0478.jpg,Lightning Bolt,MH2,184,no,Portuguese
images/img_0479.jpg,Cryptic Command,CMM,149,no,Korean
images/img_0480.jpg,Supreme Verdict,THB,079,yes,French
images/img_0481.jpg,Rogue's Passage,THB,021,yes,English
images/img_0482.jpg,Sol Ring,DMR,034,no,Chinese
images/img_0483.jpg,Counterspell,MH2,221,no,Chinese
images/img_0484.jpg,Forest (Full Art),MH2,220,no,Spanish
images/img_0485.jpg,"Teferi, Time Raveler",M20,180,no,Spanish
images/img_0486.jpg,Mana Leak,CMM,017,no,Japanese
images/img_0487.jpg,Collective Brutality,CMM,275,no,English
images/img_0488.jpg,Fatal Push,CMM,280,no,Spanish
images/img_0489.jpg,Temple Garden,KLD,013,no,German
images/img_0490.jpg,Dark Confidant,IKO,230,yes,German
images/img_0491.jpg,Arcane Denial,CMM,137,no,French
images/img_0492.jpg,Preordain,NCC,096,no,Japanese
images/img_0493.jpg,Gilded Goose,KHM,284,no,French
images/img_0494.jpg,Cultivate (Japanese),KLD,124,yes,Korean
images/img_0495.jpg,Island,MH2,118,no,Chinese
images/img_0496.jpg,Black Lotus,C21,142,no,Spanish
images/img_0497.jpg,Arcane Denial,M21,087,yes,Spanish
images/img_0498.jpg,Cryptic Command,M20,130,yes,French
images/img_0499.jpg,Mana Leak,DMR,031,no,French
images/img_0500.jpg,Preordain,AFR,262,no,Portuguese
images/img_0501.jpg,Dark Confidant,C21,210,no,Italian
images/img_0502.jpg,Counterspell,ZNR,198,no,German
images/img_0503.jpg,Collective Brutality,CMM,298,no,Portuguese
images/img_0504.jpg,Fatal Push,M21,174,no,English
images/img_0505.jpg,Maze's End,IKO,113,yes,Portuguese
images/img_0506.jpg,Swamp,M21,226,no,Spanish
images/img_0507.jpg,Maze's End,KHM,109,yes,Japanese
images/img_0508.jpg,Snapcaster Mage,M20,114,yes,French
images/img_0509.jpg,Day of Judgment,C21,280,no,English
images/img_0510.jpg,Temple Garden,IKO,246,no,Italian
images/img_0511.jpg,Swords to Plowshares,AFR,154,no,Korean
images/img_0512.jpg,Thoughtseize,ELD,095,yes,Korean
images/img_0513.jpg,Swamp,NCC,106,yes,English
images/img_0514.jpg,Rogue's Passage,THB,263,yes,Portuguese
images/img_0515.jpg,Sol Ring,THB,052,no,Spanish
images/img_0516.jpg,"Jace, the Mind Sculptor",NCC,262,yes,Chinese
images/img_0517.jpg,Delver of Secrets,NCC,278,no,Chinese
images/img_0518.jpg,Sword of Feast and Famine,ZNR,069,yes,Japanese
images/img_0519.jpg,Island,M21,108,yes,Japanese
images/img_0520.jpg,Dark Confidant,KLD,225,no,Italian
images/img_0521.jpg,Lightning Bolt,CMM,078,no,German
images/img_0522.jpg,Mox Sapphire,M20,139,yes,French
images/img_0523.jpg,Island,C21,241,no,Japanese
images/img_0524.jpg,Thoughtseize,KLD,238,yes,Portuguese
images/img_0525.jpg,Gaea's Cradle,ELD,058,yes,English
images/img_0526.jpg,Day of Judgment,THB,062,no,English
images/img_0527.jpg,Brainstorm,IKO,247,no,Chinese
images/img_0528.jpg,Gilded Goose,CMM,093,no,Chinese
images/img_0529.jpg,Brainstorm (Japanese),ELD,079,no,French
images/img_0530.jpg,Gaea's Cradle,CMM,243,no,Italian
images/img_0531.jpg,Grapeshot,C21,099,yes,Chinese
images/img_0532.jpg,Brainstorm,DMR,279,no,Korean
images/img_0533.jpg,Snapcaster Mage,M21,115,yes,French
images/img_0534.jpg,Forest (Full Art),M21,025,no,Japanese
images/img_0535.jpg,Farseek,M20,245,yes,Chinese
images/img_0536.jpg,Mox Sapphire,THB,176,yes,Korean
images/img_0537.jpg,Thoughtseize,DMR,015,yes,Japanese
images/img_0538.jpg,Mox Sapphire,KHM,267,yes,Portuguese
images/img_0539.jpg,Snapcaster Mage,CMM,127,yes,French
images/img_0540.jpg,Thoughtseize,KLD,017,no,Korean
images/img_0541.jpg,Cultivate (Japanese),KHM,276,no,Chinese
images/img_0542.jpg,Forest,MH2,018,no,Korean
images/img_0543.jpg,Brainstorm,CMM,024,no,Korean
images/img_0544.jpg,Rogue's Passage,IKO,193,no,Korean
images/img_0545.jpg,Swords to Plowshares,MH2,170,yes,Japanese
images/img_0546.jpg,Path to Exile,ELD,257,yes,Italian
images/img_0547.jpg,Cultivate,M21,168,no,Chinese
images/img_0548.jpg,Liliana of the Veil,THB,008,no,English
images/img_0549.jpg,Fatal Push,MH2,229,no,Italian
images/img_0550.jpg,Cultivate (Japanese),ZNR,104,no,Korean
images/img_0551.jpg,Damnation,CMM,052,no,Japanese
images/img_0552.jpg,Snapcaster Mage,MH2,052,yes,Italian
images/img_0553.jpg,Black Lotus,ELD,191,no,Italian
images/img_0554.jpg,Llanowar Elves,NCC,191,yes,Spanish
images/img_0555.jpg,Inquisition of Kozilek,NCC,006,yes,French
images/img_0556.jpg,"Jace, the Mind Sculptor",THB,234,no,Spanish
images/img_0557.jpg,Tarmogoyf,CMM,062,yes,French
images/img_0558.jpg,Collective Company,THB,264,yes,Chinese
images/img_0559.jpg,Fatal Push,KLD,219,no,English
images/img_0560.jpg,Collective Company,DMR,042,no,Chinese
images/img_0561.jpg,Maze's End,NCC,264,yes,Korean
images/img_0562.jpg,Volcanic Island,ELD,018,yes,Italian
images/img_0563.jpg,City of Brass,ZNR,069,yes,Chinese
images/img_0564.jpg,Island,IKO,057,no,English
images/img_0565.jpg,Swamp,IKO,097,yes,Italian
images/img_0566.jpg,Urza's Saga,IKO,115,no,Spanish
images/img_0567.jpg,Primeval Titan,KLD,195,yes,German
images/img_0568.jpg,Farseek,M20,191,no,English
images/img_0569.jpg,Fatal Push,KHM,277,no,Italian
images/img_0570.jpg,Primeval Titan,M21,175,no,Spanish
images/img_0571.jpg,Supreme Verdict,NCC,188,no,Portuguese
images/img_0572.jpg,Swamp,ELD,199,yes,Italian
images/img_0573.jpg,Grapeshot,AFR,068,yes,English
images/img_0574.jpg,Gaea's Cradle,KHM,005,yes,French
images/img_0575.jpg,Young Pyromancer,THB,201,no,Korean
images/img_0576.jpg,Delver of Secrets,M20,112,yes,Japanese
images/img_0577.jpg,Grapeshot,AFR,122,yes,English
images/img_0578.jpg,Elvish Mystic,KHM,011,no,German
images/img_0579.jpg,Urza's Saga,IKO,168,no,Korean
images/img_0580.jpg,"Jace, the Mind Sculptor",IKO,115,yes,German
images/img_0581.jpg,Gaea's Cradle,C21,239,yes,Korean
images/img_0582.jpg,Supreme Verdict,C21,282,no,German
images/img_0583.jpg,Cultivate,KHM,223,no,Portuguese
images/img_0584.jpg,Damnation,M20,251,yes,English
images/img_0585.jpg,Rogue's Passage,IKO,136,no,Chinese
images/img_0586.jpg,Maze's End,M20,247,yes,Chinese
images/img_0587.jpg,Brainstorm (Japanese),DMR,173,yes,Portuguese
images/img_0588.jpg,Elvish Mystic,KHM,241,no,Chinese
images/img_0589.jpg,Snapcaster Mage,MH2,112,no,Japanese
images/img_0590.jpg,Liliana of the Veil,KHM,036,yes,Italian
images/img_0591.jpg,Maze's End,ELD,107,yes,Japanese
images/img_0592.jpg,Primeval Titan,DMR,001,yes,Spanish
images/img_0593.jpg,Sword of Feast and Famine,DMR,129,yes,Chinese
images/img_0594.jpg,Gaea's Cradle,MH2,135,yes,Chinese
images/img_0595.jpg,Volcanic Island,M21,128,no,Korean
images/img_0596.jpg,Mox Sapphire,NCC,055,no,Italian
images/img_0597.jpg,Cultivate,NCC,242,no,Spanish
images/img_0598.jpg,Brainstorm (Japanese),KLD,094,no,Italian
images/img_0599.jpg,Lightning Bolt,C21,251,yes,English
images/img_0600.jpg,Gaea's Cradle,M21,246,no,Japanese
images/img_0601.jpg,Path to Exile,M20,041,yes,German
images/img_0602.jpg,"Teferi, Time Raveler",MH2,044,yes,Korean
images/img_0603.jpg,Sol Ring,IKO,239,no,German
images/img_0604.jpg,Path to Exile,ZNR,077,no,Chinese
images/img_0605.jpg,Collective Brutality,ELD,033,no,Japanese
images/img_0606.jpg,Lightning Bolt,IKO,102,no,English
images/img_0607.jpg,Mox Sapphire,ZNR,076,yes,German
images/img_0608.jpg,Gilded Goose,CMM,293,no,Spanish
images/img_0609.jpg,Liliana of the Veil,KHM,139,yes,Italian
images/img_0610.jpg,Delver of Secrets,M21,112,no,Italian
images/img_0611.jpg,Lightning Bolt,CMM,187,no,Chinese
images/img_0612.jpg,Sword of Feast and Famine,DMR,078,no,Portuguese
images/img_0613.jpg,Gaea's Cradle,AFR,023,no,French
images/img_0614.jpg,Farseek,M20,256,no,English
images/img_0615.jpg,Island,THB,271,no,Japanese
images/img_0616.jpg,Mox Sapphire,M20,136,no,Japanese
images/img_0617.jpg,Arcane Denial,MH2,039,no,English
images/img_0618.jpg,Arcane Denial,M20,185,yes,Chinese
images/img_0619.jpg,Mountain,M20,281,yes,Chinese
images/img_0620.jpg,Birds of Paradise,AFR,137,yes,Spanish
images/img_0621.jpg,"Teferi, Time Raveler",CMM,141,yes,Portuguese
images/img_0622.jpg,Collective Company,ZNR,010,yes,Spanish
images/img_0623.jpg,Sword of Feast and Famine,DMR,045,yes,French
images/img_0624.jpg,Swords to Plowshares,M20,298,no,Chinese
images/img_0625.jpg,Collective Company,MH2,281,no,Portuguese
images/img_0626.jpg,Day of Judgment,MH2,020,yes,German
images/img_0627.jpg,Liliana of the Veil,IKO,051,yes,French
images/img_0628.jpg,Black Lotus,THB,002,yes,Chinese
images/img_0629.jpg,Primeval Titan,M20,209,yes,Korean
images/img_0630.jpg,Counterspell,NCC,124,yes,French
images/img_0631.jpg,Sword of Fire and Ice,KLD,015,no,Portuguese
images/img_0632.jpg,Collective Brutality,THB,160,no,German
images/img_0633.jpg,Temple Garden,MH2,130,no,French
images/img_0634.jpg,Delver of Secrets,THB,183,yes,French
images/img_0635.jpg,Ponder,AFR,045,yes,Korean
images/img_0636.jpg,Mountain,C21,228,no,French
images/img_0637.jpg,Sword of Fire and Ice,ELD,195,no,Portuguese
images/img_0638.jpg,Nature's Lore,CMM,108,yes,English
images/img_0639.jpg,Primeval Titan,MH2,234,yes,Italian
images/img_0640.jpg,Cultivate,KHM,163,no,Spanish
images/img_0641.jpg,Llanowar Elves,AFR,083,no,German
images/img_0642.jpg,Mana Leak,C21,258,yes,Spanish
images/img_0643.jpg,Grapeshot,AFR,297,yes,Spanish
images/img_0644.jpg,Cryptic Command,DMR,104,no,English
images/img_0645.jpg,Cultivate (Japanese),KLD,188,yes,Portuguese
images/img_0646.jpg,"Teferi, Time Raveler",AFR,011,yes,English
images/img_0647.jpg,Collective Company,ELD,216,yes,Korean
images/img_0648.jpg,Maze's End,KHM,297,yes,Japanese
images/img_0649.jpg,Cultivate (Japanese),M20,051,yes,German
images/img_0650.jpg,Farseek,C21,013,no,Japanese
images/img_0651.jpg,Plains,C21,195,no,Korean
images/img_0652.jpg,Black Lotus,ZNR,151,yes,Korean
images/img_0653.jpg,Counter Spell,KHM,075,no,Korean
images/img_0654.jpg,Birds of Paradise,THB,059,yes,Portuguese
images/img_0655.jpg,Dark Confidant,ELD,111,yes,Chinese
images/img_0656.jpg,Supreme Verdict,DMR,207,yes,Chinese
images/img_0657.jpg,Sword of Fire and Ice,M20,239,yes,Chinese
images/img_0658.jpg,Inquisition of Kozilek,ELD,098,no,Portuguese
images/img_0659.jpg,Llanowar Elves,THB,117,yes,Chinese
images/img_0660.jpg,City of Brass,AFR,246,yes,English
images/img_0661.jpg,Liliana of the Veil,AFR,279,yes,Japanese
images/img_0662.jpg,Cyclonic Rift,ZNR,168,yes,Spanish
images/img_0663.jpg,Farseek,MH2,080,yes,Portuguese
images/img_0664.jpg,Counterspell,M20,094,no,Japanese
images/img_0665.jpg,Brainstorm,M20,248,no,Italian
images/img_0666.jpg,Sword of Fire and Ice,AFR,121,no,Portuguese
images/img_0667.jpg,Swamp,M21,040,no,Spanish
images/img_0668.jpg,Birds of Paradise,C21,109,no,Chinese
images/img_0669.jpg,City of Brass,DMR,099,no,Portuguese
images/img_0670.jpg,Cultivate,M20,117,yes,Spanish
images/img_0671.jpg,Swamp,KHM,152,yes,Italian
images/img_0672.jpg,Mox Sapphire,CMM,005,no,Spanish
images/img_0673.jpg,Plains,NCC,024,no,German
images/img_0674.jpg,Collective Company,KHM,284,no,Japanese
images/img_0675.jpg,Sol Ring,CMM,090,yes,Japanese
images/img_0676.jpg,Plains,DMR,269,yes,Chinese
images/img_0677.jpg,Collective Brutality,THB,253,no,German
images/img_0678.jpg,Damnation,AFR,177,no,Italian
images/img_0679.jpg,Mountain,IKO,225,no,Italian
images/img_0680.jpg,Inquisition of Kozilek,MH2,084,yes,Chinese
images/img_0681.jpg,Sol Ring,NCC,273,no,Portuguese
images/img_0682.jpg,Cryptic Command,IKO,080,no,Italian
images/img_0683.jpg,Fatal Push,NCC,197,yes,Portuguese
images/img_0684.jpg,Primeval Titan,M20,025,yes,German
images/img_0685.jpg,Mox Sapphire,NCC,195,yes,English
images/img_0686.jpg,Birds of Paradise,IKO,107,no,Italian
images/img_0687.jpg,Counter Spell,M21,147,yes,Spanish
images/img_0688.jpg,Fatal Push,C21,245,yes,Chinese
images/img_0689.jpg,Fatal Push,C21,071,no,Spanish
images/img_0690.jpg,Mountain,MH2,270,no,Portuguese
images/img_0691.jpg,Maze's End,M20,102,no,German
images/img_0692.jpg,Urza's Saga,MH2,131,yes,English
images/img_0693.jpg,Birds of Paradise,DMR,241,no,Portuguese
images/img_0694.jpg,Inquisition of Kozilek,DMR,073,no,Chinese
images/img_0695.jpg,Thoughtseize,M21,158,yes,Japanese
images/img_0696.jpg,Thoughtseize,NCC,155,no,Italian
images/img_0697.jpg,City of Brass,DMR,254,yes,Portuguese
images/img_0698.jpg,Cyclonic Rift,THB,296,no,Italian
images/img_0699.jpg,Cryptic Command,ZNR,273,no,Italian
images/img_0700.jpg,Dark Confidant,THB,014,no,Italian
images/img_0701.jpg,Birds of Paradise,MH2,206,no,Japanese
images/img_0702.jpg,Sword of Feast and Famine,C21,077,no,Korean
images/img_0703.jpg,Noble Hierarch,ELD,118,yes,Chinese
images/img_0704.jpg,Grapeshot,MH2,246,no,Italian
images/img_0705.jpg,Plains,AFR,062,yes,Italian
images/img_0706.jpg,Elvish Mystic,NCC,056,yes,English
images/img_0707.jpg,Urza's Saga,KHM,110,yes,French
images/img_0708.jpg,Lightning Bolt,DMR,283,no,Chinese
images/img_0709.jpg,Swamp,DMR,026,no,Japanese
images/img_0710.jpg,Gaea's Cradle,ELD,252,yes,French
images/img_0711.jpg,Dark Confidant,KHM,042,yes,Chinese
images/img_0712.jpg,Black Lotus,KHM,248,yes,Portuguese
images/img_0713.jpg,Fatal Push,ELD,229,no,Korean
images/img_0714.jpg,Liliana of the Veil,M21,166,no,Portuguese
images/img_0715.jpg,Forest (Full Art),M20,255,no,Spanish
images/img_0716.jpg,Delver of Secrets,ELD,297,yes,German
images/img_0717.jpg,Gaea's Cradle,KHM,124,no,French
images/img_0718.jpg,Forest (Full Art),MH2,201,no,Italian
images/img_0719.jpg,Thoughtseize,M21,079,no,Japanese
images/img_0720.jpg,Damnation,MH2,083,yes,English
images/img_0721.jpg,Birds of Paradise,CMM,259,yes,Italian
images/img_0722.jpg,Snapcaster Mage,AFR,011,yes,Japanese
images/img_0723.jpg,Counterspell,THB,172,yes,Chinese
images/img_0724.jpg,Young Pyromancer,M21,016,no,Japanese
images/img_0725.jpg,Birds of Paradise,KLD,197,yes,Japanese
images/img_0726.jpg,Forest,M21,127,yes,Korean
images/img_0727.jpg,Demonic Tutor,MH2,046,yes,French
images/img_0728.jpg,Arcane Denial,MH2,200,yes,German
images/img_0729.jpg,Thoughtseize,AFR,196,no,Portuguese
images/img_0730.jpg,Wrath of God,M21,025,no,Italian
images/img_0731.jpg,Day of Judgment,ELD,220,yes,Chinese
images/img_0732.jpg,Dark Confidant,DMR,168,no,German
images/img_0733.jpg,Cultivate,DMR,072,yes,Italian
images/img_0734.jpg,Ponder,M20,119,yes,Japanese
images/img_0735.jpg,Day of Judgment,IKO,157,yes,Italian
images/img_0736.jpg,Plains,ELD,134,no,Spanish
images/img_0737.jpg,Gaea's Cradle,AFR,097,yes,Portuguese
images/img_0738.jpg,Gilded Goose,MH2,109,no,Korean
images/img_0739.jpg,Damnation,M20,094,yes,Spanish
images/img_0740.jpg,Llanowar Elves,MH2,156,yes,Chinese
images/img_0741.jpg,Snapcaster Mage,C21,110,yes,English
images/img_0742.jpg,Snapcaster Mage,C21,289,yes,Japanese
images/img_0743.jpg,Thoughtseize,M21,248,yes,Italian
images/img_0744.jpg,Damnation,DMR,265,yes,Chinese
images/img_0745.jpg,Sword of Fire and Ice,MH2,034,no,Spanish
images/img_0746.jpg,Rogue's Passage,AFR,086,yes,Chinese
images/img_0747.jpg,Snapcaster Mage,NCC,075,yes,Japanese
images/img_0748.jpg,"Jace, the Mind Sculptor",NCC,163,no,Chinese
images/img_0749.jpg,Rogue's Passage,ZNR,097,no,French
images/img_0750.jpg,Young Pyromancer,DMR,133,yes,German
images/img_0751.jpg,Demonic Tutor,ELD,151,yes,English
images/img_0752.jpg,Primeval Titan,M20,033,no,German
images/img_0753.jpg,Thoughtseize,C21,265,yes,Italian
images/img_0754.jpg,Black Lotus,NCC,009,yes,Japanese
images/img_0755.jpg,Sword of Fire and Ice,M21,224,no,German
images/img_0756.jpg,Mountain,CMM,181,no,Spanish
images/img_0757.jpg,Damnation,MH2,121,yes,French
images/img_0758.jpg,Llanowar Elves,IKO,223,no,French
images/img_0759.jpg,Tarmogoyf,CMM,245,no,German
images/img_0760.jpg,Delver of Secrets,M20,287,yes,Korean
images/img_0761.jpg,Supreme Verdict,THB,057,no,Japanese
images/img_0762.jpg,Forest (Full Art),M21,148,yes,Italian
images/img_0763.jpg,Urza's Saga,NCC,176,yes,Spanish
images/img_0764.jpg,Inquisition of Kozilek,NCC,267,no,Japanese
images/img_0765.jpg,Ponder,M21,155,yes,Portuguese
images/img_0766.jpg,Maze's End,AFR,079,yes,Portuguese
images/img_0767.jpg,Delver of Secrets,C21,131,yes,Chinese
images/img_0768.jpg,Mountain,CMM,201,no,Portuguese
images/img_0769.jpg,Wrath of God,C21,123,yes,Korean
images/img_0770.jpg,Nature's Lore,MH2,247,yes,Spanish
images/img_0771.jpg,Demonic Tutor,AFR,025,yes,Portuguese
images/img_0772.jpg,Llanowar Elves,M20,252,no,Korean
images/img_0773.jpg,Brainstorm (Japanese),KHM,078,no,French
images/img_0774.jpg,Cryptic Command,ELD,040,yes,Chinese
images/img_0775.jpg,Snapcaster Mage,ELD,221,yes,Chinese
images/img_0776.jpg,Snapcaster Mage,NCC,184,yes,Italian
images/img_0777.jpg,Nature's Lore,CMM,189,no,French
images/img_0778.jpg,Maze's End,KHM,074,yes,Chinese
images/img_0779.jpg,Llanowar Elves,KLD,006,yes,Portuguese
images/img_0780.jpg,Demonic Tutor,ELD,241,no,Japanese
images/img_0781.jpg,Grapeshot,KHM,010,yes,Italian
images/img_0782.jpg,Birds of Paradise,KHM,167,yes,French
images/img_0783.jpg,Snapcaster Mage,M20,224,yes,Chinese
images/img_0784.jpg,Brainstorm,KLD,249,yes,Spanish
images/img_0785.jpg,Fatal Push,M21,059,no,German
images/img_0786.jpg,Cryptic Command,KLD,265,no,German
images/img_0787.jpg,"Jace, the Mind Sculptor",M20,046,yes,Chinese
images/img_0788.jpg,Island,CMM,227,yes,Spanish
images/img_0789.jpg,Rogue's Passage,DMR,199,yes,Chinese
images/img_0790.jpg,Brainstorm (Japanese),NCC,014,no,Italian
images/img_0791.jpg,Sword of Feast and Famine,IKO,255,no,Chinese
images/img_0792.jpg,Grapeshot,ZNR,005,yes,Chinese
images/img_0793.jpg,Cultivate,KHM,074,no,Korean
images/img_0794.jpg,Brainstorm (Japanese),CMM,152,no,Spanish
images/img_0795.jpg,Mountain,ZNR,168,no,French
images/img_0796.jpg,Counterspell,CMM,287,no,English
images/img_0797.jpg,Wrath of God,ZNR,012,no,Spanish
images/img_0798.jpg,Fatal Push,M21,008,no,English
images/img_0799.jpg,Mana Leak,M20,066,no,Spanish
images/img_0800.jpg,Noble Hierarch,M21,225,yes,Italian
images/img_0801.jpg,Maze's End,KHM,162,yes,French
images/img_0802.jpg,Mana Leak,M21,110,no,French
images/img_0803.jpg,Tarmogoyf,AFR,130,no,Portuguese
images/img_0804.jpg,Tarmogoyf,C21,087,yes,Chinese
images/img_0805.jpg,Maze's End,KHM,202,yes,Korean
images/img_0806.jpg,Primeval Titan,M20,061,yes,Korean
images/img_0807.jpg,Fatal Push,M21,236,no,Portuguese
images/img_0808.jpg,Grapeshot,ZNR,145,no,English
images/img_0809.jpg,Noble Hierarch,M20,016,yes,Korean
images/img_0810.jpg,Elvish Mystic,M21,042,no,Portuguese
images/img_0811.jpg,Brainstorm,ELD,042,no,Japanese
images/img_0812.jpg,Farseek,M21,247,no,French
images/img_0813.jpg,Llanowar Elves,MH2,131,no,German
images/img_0814.jpg,Maze's End,NCC,043,no,German
images/img_0815.jpg,Black Lotus,CMM,155,no,Korean
images/img_0816.jpg,Delver of Secrets,KLD,096,no,Portuguese
images/img_0817.jpg,Rogue's Passage,THB,019,no,French
images/img_0818.jpg,Lightning Bolt,MH2,084,yes,English
images/img_0819.jpg,Nature's Lore,NCC,226,no,Chinese
images/img_0820.jpg,Forest,M20,082,yes,German
images/img_0821.jpg,Demonic Tutor,C21,101,no,Portuguese
images/img_0822.jpg,Preordain,CMM,023,no,French
images/img_0823.jpg,Noble Hierarch,KLD,255,no,Portuguese
images/img_0824.jpg,Primeval Titan,KHM,052,no,Spanish
images/img_0825.jpg,Lightning Bolt,KLD,262,no,Portuguese
images/img_0826.jpg,Volcanic Island,NCC,271,no,Korean
images/img_0827.jpg,Cultivate,CMM,271,yes,Italian
images/img_0828.jpg,Sword of Feast and Famine,KHM,097,no,Korean
images/img_0829.jpg,Sword of Feast and Famine,DMR,265,yes,Chinese
images/img_0830.jpg,Llanowar Elves,NCC,250,yes,Chinese
images/img_0831.jpg,Plains,M20,038,no,English
images/img_0832.jpg,Day of Judgment,C21,086,no,Portuguese
images/img_0833.jpg,Brainstorm (Japanese),C21,101,no,Japanese
images/img_0834.jpg,Gilded Goose,DMR,077,no,Chinese
images/img_0835.jpg,Elvish Mystic,KHM,095,no,Chinese
images/img_0836.jpg,Rogue's Passage,C21,038,no,Portuguese
images/img_0837.jpg,Sword of Fire and Ice,CMM,023,no,Spanish
images/img_0838.jpg,Gilded Goose,ELD,108,no,Portuguese
images/img_0839.jpg,Young Pyromancer,THB,188,yes,Korean
images/img_0840.jpg,Path to Exile,MH2,296,yes,French
images/img_0841.jpg,Mox Sapphire,M21,287,yes,Italian
images/img_0842.jpg,Thoughtseize,KLD,135,yes,French
images/img_0843.jpg,Grapeshot,NCC,122,yes,Portuguese
images/img_0844.jpg,Birds of Paradise,DMR,088,yes,Japanese
images/img_0845.jpg,Black Lotus,NCC,198,no,Korean
images/img_0846.jpg,Grapeshot,ZNR,266,no,Japanese
images/img_0847.jpg,Sword of Feast and Famine,CMM,054,no,French
images/img_0848.jpg,Island,NCC,253,yes,Japanese
images/img_0849.jpg,Sword of Feast and Famine,NCC,010,no,Portuguese
images/img_0850.jpg,Arcane Denial,M21,118,yes,Korean
images/img_0851.jpg,Counter Spell,DMR,260,no,Spanish
images/img_0852.jpg,Farseek,MH2,274,yes,Italian
images/img_0853.jpg,Volcanic Island,AFR,020,no,French
images/img_0854.jpg,Ponder,KHM,212,no,German
images/img_0855.jpg,Inquisition of Kozilek,THB,170,no,English
images/img_0856.jpg,Day of Judgment,MH2,245,yes,French
images/img_0857.jpg,Llanowar Elves,M20,019,yes,Japanese
images/img_0858.jpg,Forest (Full Art),KHM,155,no,German
images/img_0859.jpg,Temple Garden,C21,158,yes,Italian
images/img_0860.jpg,Rogue's Passage,C21,259,yes,German
images/img_0861.jpg,Mountain,AFR,005,yes,French
images/img_0862.jpg,Mox Sapphire,ELD,273,no,Spanish
images/img_0863.jpg,Supreme Verdict,M21,296,yes,Korean
images/img_0864.jpg,"Teferi, Time Raveler",CMM,228,yes,Spanish
images/img_0865.jpg,Brainstorm,DMR,160,no,Italian
images/img_0866.jpg,Counterspell,C21,034,yes,Chinese
images/img_0867.jpg,Collective Brutality,DMR,250,no,Chinese
images/img_0868.jpg,Day of Judgment,M20,053,yes,Japanese
images/img_0869.jpg,Llanowar Elves,C21,261,no,Japanese
images/img_0870.jpg,Plains,MH2,043,yes,Portuguese
images/img_0871.jpg,Swords to Plowshares,M21,140,no,Portuguese
images/img_0872.jpg,Cryptic Command,CMM,107,no,English
images/img_0873.jpg,Wrath of God,AFR,204,yes,Spanish
images/img_0874.jpg,Counterspell,M21,076,no,Japanese
images/img_0875.jpg,Fatal Push,CMM,260,no,Italian
images/img_0876.jpg,Path to Exile,IKO,115,no,German
images/img_0877.jpg,Snapcaster Mage,NCC,185,no,Italian
images/img_0878.jpg,Fatal Push,M20,111,no,Chinese
images/img_0879.jpg,Nature's Lore,NCC,192,yes,Portuguese
images/img_0880.jpg,Brainstorm,M21,178,yes,Italian
images/img_0881.jpg,Forest (Full Art),KLD,150,no,Japanese
images/img_0882.jpg,Ponder,THB,287,yes,Chinese
images/img_0883.jpg,Rogue's Passage,M20,253,yes,Chinese
images/img_0884.jpg,Damnation,IKO,204,yes,Korean
images/img_0885.jpg,Birds of Paradise,IKO,190,no,Japanese
images/img_0886.jpg,Sword of Feast and Famine,AFR,067,no,Italian
images/img_0887.jpg,Primeval Titan,DMR,071,no,Portuguese
images/img_0888.jpg,Cryptic Command,KLD,169,yes,Japanese
images/img_0889.jpg,Grapeshot,M21,097,no,Japanese
images/img_0890.jpg,Collective Company,ZNR,253,no,Chinese
images/img_0891.jpg,Delver of Secrets,THB,233,no,Spanish
images/img_0892.jpg,Supreme Verdict,M21,032,yes,English
images/img_0893.jpg,Collective Brutality,ZNR,294,no,Italian
